_______June_2022_____________T-AIRS(^S^o^N^C) Anomaly vs 2007-2016              
   i   j     lon     lat    array(i,j)
  99  76   17.00   61.00        2.2218
 100  76   19.00   61.00        2.5658
 101  76   21.00   61.00        2.5658
 102  76   23.00   61.00        2.3773
 103  76   25.00   61.00        2.3145
 104  76   27.00   61.00        2.0277
 105  76   29.00   61.00        1.7408
 106  76   31.00   61.00        1.6051
 107  76   33.00   61.00        1.1980
 108  76   35.00   61.00        1.1980
 109  76   37.00   61.00        1.0601
 110  76   39.00   61.00        1.0601
 111  76   41.00   61.00        1.1658
 112  76   43.00   61.00        1.2011
 113  76   45.00   61.00        0.9188
 114  76   47.00   61.00        0.6365
 115  76   49.00   61.00        0.4152
 116  76   51.00   61.00       -0.2489
 117  76   53.00   61.00       -0.2489
 118  76   55.00   61.00       -1.0899
 119  76   57.00   61.00       -1.0899
 120  76   59.00   61.00       -0.9097
 121  76   61.00   61.00       -0.8497
 122  76   63.00   61.00       -0.8119
 123  76   65.00   61.00       -0.7742
 124  76   67.00   61.00       -0.8250
 125  76   69.00   61.00       -0.9773
 126  76   71.00   61.00       -0.9773
 127  76   73.00   61.00       -1.7844
 128  76   75.00   61.00       -1.7844
 129  76   77.00   61.00       -1.5447
 130  76   79.00   61.00       -1.4648
 131  76   81.00   61.00       -1.0474
 132  76   83.00   61.00       -0.6299
 133  76   85.00   61.00       -0.4822
 134  76   87.00   61.00       -0.0393
 135  76   89.00   61.00       -0.0393
 136  76   91.00   61.00       -0.2354
 137  76   93.00   61.00       -0.2354
 138  76   95.00   61.00       -0.0721
 139  76   97.00   61.00       -0.0176
 140  76   99.00   61.00        0.0514
 141  76  101.00   61.00        0.1204
 142  76  103.00   61.00        0.3312
 143  76  105.00   61.00        0.9637
 144  76  107.00   61.00        0.9637
 145  76  109.00   61.00        1.2458
 146  76  111.00   61.00        1.2458
 147  76  113.00   61.00        1.4558
 148  76  115.00   61.00        1.5258
 149  76  117.00   61.00        1.6605
 150  76  119.00   61.00        1.7953
 151  76  121.00   61.00        1.8776
 152  76  123.00   61.00        2.1243
 153  76  125.00   61.00        2.1243
 154  76  127.00   61.00        2.1776
 155  76  129.00   61.00        2.1776
 156  76  131.00   61.00        2.3334
 157  76  133.00   61.00        2.3854
 158  76  135.00   61.00        2.0409
 159  76  137.00   61.00        1.6964
 160  76  139.00   61.00        1.1580
 161  76  141.00   61.00       -0.4570
 162  76  143.00   61.00       -0.4570
 163  76  145.00   61.00       -1.0234
 164  76  147.00   61.00       -1.0234
 165  76  149.00   61.00       -1.0951
 166  76  151.00   61.00       -1.1189
 167  76  153.00   61.00       -1.1610
 168  76  155.00   61.00       -1.2030
 169  76  157.00   61.00       -1.0143
 170  76  159.00   61.00       -0.4479
 171  76  161.00   61.00       -0.4479
 172  76  163.00   61.00        1.3806
 173  76  165.00   61.00        1.3806
 174  76  167.00   61.00        1.1463
 175  76  169.00   61.00        1.0682
 176  76  171.00   61.00        0.9714
 177  76  173.00   61.00        0.8745
 178  76  175.00   61.00        0.9850
 179  76  177.00   61.00        1.3165
 180  76  179.00   61.00        1.3165
   1  77 -179.00   63.00        0.1288
   2  77 -177.00   63.00        0.1288
   3  77 -175.00   63.00        0.2230
   4  77 -173.00   63.00        0.2543
   5  77 -171.00   63.00        0.3227
   6  77 -169.00   63.00        0.3911
   7  77 -167.00   63.00        0.8869
   8  77 -165.00   63.00        2.3742
   9  77 -163.00   63.00        2.3742
  10  77 -161.00   63.00        2.4993
  11  77 -159.00   63.00        2.4993
  12  77 -157.00   63.00        2.8141
  13  77 -155.00   63.00        2.9191
  14  77 -153.00   63.00        3.3489
  15  77 -151.00   63.00        3.7787
  16  77 -149.00   63.00        3.4351
  17  77 -147.00   63.00        2.4043
  18  77 -145.00   63.00        2.4043
  19  77 -143.00   63.00        1.3872
  20  77 -141.00   63.00        1.3872
  21  77 -139.00   63.00        1.1690
  22  77 -137.00   63.00        1.0962
  23  77 -135.00   63.00        0.7019
  24  77 -133.00   63.00        0.3076
  25  77 -131.00   63.00        0.0722
  26  77 -129.00   63.00       -0.6342
  27  77 -127.00   63.00       -0.6342
  28  77 -125.00   63.00       -1.0044
  29  77 -123.00   63.00       -1.0044
  30  77 -121.00   63.00        0.5218
  31  77 -119.00   63.00        1.0305
  32  77 -117.00   63.00        1.4622
  33  77 -115.00   63.00        1.8938
  34  77 -113.00   63.00        1.9771
  35  77 -111.00   63.00        2.2271
  36  77 -109.00   63.00        2.2271
  37  77 -107.00   63.00        1.5822
  38  77 -105.00   63.00        1.5822
  39  77 -103.00   63.00        1.5066
  40  77 -101.00   63.00        1.4814
  41  77  -99.00   63.00        2.3240
  42  77  -97.00   63.00        3.1666
  43  77  -95.00   63.00        3.1928
  44  77  -93.00   63.00        3.2712
  45  77  -91.00   63.00        3.2712
  46  77  -89.00   63.00        2.6125
  47  77  -87.00   63.00        2.6125
  48  77  -85.00   63.00        2.9461
  49  77  -83.00   63.00        3.0573
  50  77  -81.00   63.00        3.1492
  51  77  -79.00   63.00        3.2412
  52  77  -77.00   63.00        3.2617
  53  77  -75.00   63.00        3.3232
  54  77  -73.00   63.00        3.3232
  55  77  -71.00   63.00        2.9853
  56  77  -69.00   63.00        2.9853
  57  77  -67.00   63.00        1.8223
  58  77  -65.00   63.00        1.4346
  59  77  -63.00   63.00        0.6202
  60  77  -61.00   63.00       -0.1943
  61  77  -59.00   63.00       -0.4120
  62  77  -57.00   63.00       -1.0652
  63  77  -55.00   63.00       -1.0652
  64  77  -53.00   63.00       -1.3372
  65  77  -51.00   63.00       -1.3372
  66  77  -49.00   63.00       -1.4888
  67  77  -47.00   63.00       -1.5394
  68  77  -45.00   63.00       -1.1189
  69  77  -43.00   63.00       -0.6984
  70  77  -41.00   63.00       -0.4181
  71  77  -39.00   63.00        0.4225
  72  77  -37.00   63.00        0.4225
  73  77  -35.00   63.00       -0.2739
  74  77  -33.00   63.00       -0.2739
  75  77  -31.00   63.00       -0.4739
  76  77  -29.00   63.00       -0.5406
  77  77  -27.00   63.00       -0.4900
  78  77  -25.00   63.00       -0.4393
  79  77  -23.00   63.00       -0.4688
  80  77  -21.00   63.00       -0.5573
  81  77  -19.00   63.00       -0.5573
  82  77  -17.00   63.00       -0.0421
  83  77  -15.00   63.00       -0.0421
  84  77  -13.00   63.00       -0.0977
  85  77  -11.00   63.00       -0.1162
  86  77   -9.00   63.00       -0.2080
  87  77   -7.00   63.00       -0.2997
  88  77   -5.00   63.00       -0.2447
  89  77   -3.00   63.00       -0.0799
  90  77   -1.00   63.00       -0.0799
  91  77    1.00   63.00        0.0556
  92  77    3.00   63.00        0.0556
  93  77    5.00   63.00       -0.2895
  94  77    7.00   63.00       -0.4045
  95  77    9.00   63.00        0.5209
  96  77   11.00   63.00        1.4463
  97  77   13.00   63.00        1.6554
  98  77   15.00   63.00        2.2828
  99  77   17.00   63.00        2.2828
 100  77   19.00   63.00        2.6595
 101  77   21.00   63.00        2.6595
 102  77   23.00   63.00        2.1474
 103  77   25.00   63.00        1.9767
 104  77   27.00   63.00        2.0803
 105  77   29.00   63.00        2.1840
 106  77   31.00   63.00        2.0617
 107  77   33.00   63.00        1.6949
 108  77   35.00   63.00        1.6949
 109  77   37.00   63.00        1.5999
 110  77   39.00   63.00        1.5999
 111  77   41.00   63.00        1.5147
 112  77   43.00   63.00        1.4863
 113  77   45.00   63.00        1.2722
 114  77   47.00   63.00        1.0580
 115  77   49.00   63.00        0.8111
 116  77   51.00   63.00        0.0704
 117  77   53.00   63.00        0.0704
 118  77   55.00   63.00       -0.3292
 119  77   57.00   63.00       -0.3292
 120  77   59.00   63.00        0.1158
 121  77   61.00   63.00        0.2641
 122  77   63.00   63.00        0.2061
 123  77   65.00   63.00        0.1481
 124  77   67.00   63.00       -0.0053
 125  77   69.00   63.00       -0.4654
 126  77   71.00   63.00       -0.4654
 127  77   73.00   63.00       -1.1984
 128  77   75.00   63.00       -1.1984
 129  77   77.00   63.00       -0.8901
 130  77   79.00   63.00       -0.7873
 131  77   81.00   63.00       -0.1789
 132  77   83.00   63.00        0.4296
 133  77   85.00   63.00        0.6138
 134  77   87.00   63.00        1.1666
 135  77   89.00   63.00        1.1666
 136  77   91.00   63.00        0.6170
 137  77   93.00   63.00        0.6170
 138  77   95.00   63.00        0.5741
 139  77   97.00   63.00        0.5598
 140  77   99.00   63.00        0.5216
 141  77  101.00   63.00        0.4835
 142  77  103.00   63.00        0.7402
 143  77  105.00   63.00        1.5102
 144  77  107.00   63.00        1.5102
 145  77  109.00   63.00        2.2651
 146  77  111.00   63.00        2.2651
 147  77  113.00   63.00        2.1733
 148  77  115.00   63.00        2.1427
 149  77  117.00   63.00        2.2360
 150  77  119.00   63.00        2.3293
 151  77  121.00   63.00        2.2622
 152  77  123.00   63.00        2.0609
 153  77  125.00   63.00        2.0609
 154  77  127.00   63.00        2.6724
 155  77  129.00   63.00        2.6724
 156  77  131.00   63.00        2.4654
 157  77  133.00   63.00        2.3964
 158  77  135.00   63.00        2.1611
 159  77  137.00   63.00        1.9258
 160  77  139.00   63.00        1.7001
 161  77  141.00   63.00        1.0229
 162  77  143.00   63.00        1.0229
 163  77  145.00   63.00       -0.3935
 164  77  147.00   63.00       -0.3935
 165  77  149.00   63.00       -0.5512
 166  77  151.00   63.00       -0.6037
 167  77  153.00   63.00       -0.8142
 168  77  155.00   63.00       -1.0246
 169  77  157.00   63.00       -0.9007
 170  77  159.00   63.00       -0.5288
 171  77  161.00   63.00       -0.5288
 172  77  163.00   63.00        1.2985
 173  77  165.00   63.00        1.2985
 174  77  167.00   63.00        1.3775
 175  77  169.00   63.00        1.4039
 176  77  171.00   63.00        1.0868
 177  77  173.00   63.00        0.7697
 178  77  175.00   63.00        0.7768
 179  77  177.00   63.00        0.7981
 180  77  179.00   63.00        0.7981
   1  78 -179.00   65.00       -0.8460
   2  78 -177.00   65.00       -0.8460
   3  78 -175.00   65.00       -0.8318
   4  78 -173.00   65.00       -0.8270
   5  78 -171.00   65.00       -0.2881
   6  78 -169.00   65.00        0.2508
   7  78 -167.00   65.00        0.3257
   8  78 -165.00   65.00        0.5505
   9  78 -163.00   65.00        0.5505
  10  78 -161.00   65.00        1.5909
  11  78 -159.00   65.00        1.5909
  12  78 -157.00   65.00        1.6385
  13  78 -155.00   65.00        1.6543
  14  78 -153.00   65.00        1.6677
  15  78 -151.00   65.00        1.6811
  16  78 -149.00   65.00        1.6292
  17  78 -147.00   65.00        1.4734
  18  78 -145.00   65.00        1.4734
  19  78 -143.00   65.00       -0.1818
  20  78 -141.00   65.00       -0.1818
  21  78 -139.00   65.00       -0.2148
  22  78 -137.00   65.00       -0.2258
  23  78 -135.00   65.00       -1.0088
  24  78 -133.00   65.00       -1.7918
  25  78 -131.00   65.00       -1.8274
  26  78 -129.00   65.00       -1.9341
  27  78 -127.00   65.00       -1.9341
  28  78 -125.00   65.00       -0.6971
  29  78 -123.00   65.00       -0.6971
  30  78 -121.00   65.00       -0.4664
  31  78 -119.00   65.00       -0.3895
  32  78 -117.00   65.00        1.1972
  33  78 -115.00   65.00        2.7839
  34  78 -113.00   65.00        2.7965
  35  78 -111.00   65.00        2.8343
  36  78 -109.00   65.00        2.8343
  37  78 -107.00   65.00        3.2945
  38  78 -105.00   65.00        3.2945
  39  78 -103.00   65.00        3.2831
  40  78 -101.00   65.00        3.2793
  41  78  -99.00   65.00        4.2715
  42  78  -97.00   65.00        5.2637
  43  78  -95.00   65.00        5.2676
  44  78  -93.00   65.00        5.2795
  45  78  -91.00   65.00        5.2795
  46  78  -89.00   65.00        4.7596
  47  78  -87.00   65.00        4.7596
  48  78  -85.00   65.00        4.8100
  49  78  -83.00   65.00        4.8268
  50  78  -81.00   65.00        3.8098
  51  78  -79.00   65.00        2.7929
  52  78  -77.00   65.00        2.7960
  53  78  -75.00   65.00        2.8053
  54  78  -73.00   65.00        2.8053
  55  78  -71.00   65.00        2.2747
  56  78  -69.00   65.00        2.2747
  57  78  -67.00   65.00        2.0989
  58  78  -65.00   65.00        2.0403
  59  78  -63.00   65.00        0.8448
  60  78  -61.00   65.00       -0.3506
  61  78  -59.00   65.00       -0.3835
  62  78  -57.00   65.00       -0.4822
  63  78  -55.00   65.00       -0.4822
  64  78  -53.00   65.00       -2.7618
  65  78  -51.00   65.00       -2.7618
  66  78  -49.00   65.00       -2.7847
  67  78  -47.00   65.00       -2.7924
  68  78  -45.00   65.00       -2.0245
  69  78  -43.00   65.00       -1.2567
  70  78  -41.00   65.00       -1.2144
  71  78  -39.00   65.00       -1.0873
  72  78  -37.00   65.00       -1.0873
  73  78  -35.00   65.00        0.1483
  74  78  -33.00   65.00        0.1483
  75  78  -31.00   65.00        0.1180
  76  78  -29.00   65.00        0.1079
  77  78  -27.00   65.00       -0.8481
  78  78  -25.00   65.00       -1.8042
  79  78  -23.00   65.00       -1.8086
  80  78  -21.00   65.00       -1.8220
  81  78  -19.00   65.00       -1.8220
  82  78  -17.00   65.00       -0.6011
  83  78  -15.00   65.00       -0.6011
  84  78  -13.00   65.00       -0.6095
  85  78  -11.00   65.00       -0.6123
  86  78   -9.00   65.00       -0.5459
  87  78   -7.00   65.00       -0.4795
  88  78   -5.00   65.00       -0.4712
  89  78   -3.00   65.00       -0.4463
  90  78   -1.00   65.00       -0.4463
  91  78    1.00   65.00       -0.3596
  92  78    3.00   65.00       -0.3596
  93  78    5.00   65.00       -0.4118
  94  78    7.00   65.00       -0.4291
  95  78    9.00   65.00        0.0792
  96  78   11.00   65.00        0.5875
  97  78   13.00   65.00        0.6191
  98  78   15.00   65.00        0.7139
  99  78   17.00   65.00        0.7139
 100  78   19.00   65.00        2.4558
 101  78   21.00   65.00        2.4558
 102  78   23.00   65.00        2.3784
 103  78   25.00   65.00        2.3526
 104  78   27.00   65.00        2.2509
 105  78   29.00   65.00        2.1492
 106  78   31.00   65.00        2.1308
 107  78   33.00   65.00        2.0753
 108  78   35.00   65.00        2.0753
 109  78   37.00   65.00        1.6265
 110  78   39.00   65.00        1.6265
 111  78   41.00   65.00        1.6136
 112  78   43.00   65.00        1.6093
 113  78   45.00   65.00        1.6377
 114  78   47.00   65.00        1.6661
 115  78   49.00   65.00        1.6288
 116  78   51.00   65.00        1.5168
 117  78   53.00   65.00        1.5168
 118  78   55.00   65.00        0.8257
 119  78   57.00   65.00        0.8257
 120  78   59.00   65.00        0.8930
 121  78   61.00   65.00        0.9154
 122  78   63.00   65.00        1.1369
 123  78   65.00   65.00        1.3583
 124  78   67.00   65.00        1.3351
 125  78   69.00   65.00        1.2656
 126  78   71.00   65.00        1.2656
 127  78   73.00   65.00        1.0640
 128  78   75.00   65.00        1.0640
 129  78   77.00   65.00        1.1106
 130  78   79.00   65.00        1.1261
 131  78   81.00   65.00        1.3966
 132  78   83.00   65.00        1.6671
 133  78   85.00   65.00        1.6949
 134  78   87.00   65.00        1.7785
 135  78   89.00   65.00        1.7785
 136  78   91.00   65.00        1.7832
 137  78   93.00   65.00        1.7832
 138  78   95.00   65.00        1.7767
 139  78   97.00   65.00        1.7746
 140  78   99.00   65.00        1.9045
 141  78  101.00   65.00        2.0344
 142  78  103.00   65.00        2.0732
 143  78  105.00   65.00        2.1896
 144  78  107.00   65.00        2.1896
 145  78  109.00   65.00        2.6533
 146  78  111.00   65.00        2.6533
 147  78  113.00   65.00        2.6394
 148  78  115.00   65.00        2.6348
 149  78  117.00   65.00        2.3609
 150  78  119.00   65.00        2.0870
 151  78  121.00   65.00        2.0768
 152  78  123.00   65.00        2.0464
 153  78  125.00   65.00        2.0464
 154  78  127.00   65.00        2.3491
 155  78  129.00   65.00        2.3491
 156  78  131.00   65.00        2.3178
 157  78  133.00   65.00        2.3074
 158  78  135.00   65.00        1.9659
 159  78  137.00   65.00        1.6244
 160  78  139.00   65.00        1.5903
 161  78  141.00   65.00        1.4879
 162  78  143.00   65.00        1.4879
 163  78  145.00   65.00       -0.8282
 164  78  147.00   65.00       -0.8282
 165  78  149.00   65.00       -0.8520
 166  78  151.00   65.00       -0.8599
 167  78  153.00   65.00       -0.4524
 168  78  155.00   65.00       -0.0449
 169  78  157.00   65.00       -0.0261
 170  78  159.00   65.00        0.0301
 171  78  161.00   65.00        0.0301
 172  78  163.00   65.00        2.0052
 173  78  165.00   65.00        2.0052
 174  78  167.00   65.00        2.0172
 175  78  169.00   65.00        2.0212
 176  78  171.00   65.00        1.4650
 177  78  173.00   65.00        0.9089
 178  78  175.00   65.00        0.9100
 179  78  177.00   65.00        0.9132
 180  78  179.00   65.00        0.9132
   1  79 -179.00   67.00       -1.0029
   2  79 -177.00   67.00       -1.0029
   3  79 -175.00   67.00       -1.0029
   4  79 -173.00   67.00       -1.0029
   5  79 -171.00   67.00       -0.7354
   6  79 -169.00   67.00       -0.4679
   7  79 -167.00   67.00       -0.4679
   8  79 -165.00   67.00       -0.4679
   9  79 -163.00   67.00       -0.4679
  10  79 -161.00   67.00       -0.0055
  11  79 -159.00   67.00       -0.0055
  12  79 -157.00   67.00       -0.0055
  13  79 -155.00   67.00       -0.0055
  14  79 -153.00   67.00        0.1585
  15  79 -151.00   67.00        0.3224
  16  79 -149.00   67.00        0.3224
  17  79 -147.00   67.00        0.3224
  18  79 -145.00   67.00        0.3224
  19  79 -143.00   67.00       -1.1171
  20  79 -141.00   67.00       -1.1171
  21  79 -139.00   67.00       -1.1171
  22  79 -137.00   67.00       -1.1171
  23  79 -135.00   67.00       -1.7687
  24  79 -133.00   67.00       -2.4204
  25  79 -131.00   67.00       -2.4204
  26  79 -129.00   67.00       -2.4204
  27  79 -127.00   67.00       -2.4204
  28  79 -125.00   67.00       -0.7234
  29  79 -123.00   67.00       -0.7234
  30  79 -121.00   67.00       -0.7234
  31  79 -119.00   67.00       -0.7234
  32  79 -117.00   67.00        0.4576
  33  79 -115.00   67.00        1.6386
  34  79 -113.00   67.00        1.6386
  35  79 -111.00   67.00        1.6386
  36  79 -109.00   67.00        1.6386
  37  79 -107.00   67.00        3.4256
  38  79 -105.00   67.00        3.4256
  39  79 -103.00   67.00        3.4256
  40  79 -101.00   67.00        3.4256
  41  79  -99.00   67.00        4.4316
  42  79  -97.00   67.00        5.4376
  43  79  -95.00   67.00        5.4376
  44  79  -93.00   67.00        5.4376
  45  79  -91.00   67.00        5.4376
  46  79  -89.00   67.00        4.8338
  47  79  -87.00   67.00        4.8338
  48  79  -85.00   67.00        4.8338
  49  79  -83.00   67.00        4.8338
  50  79  -81.00   67.00        3.3087
  51  79  -79.00   67.00        1.7835
  52  79  -77.00   67.00        1.7835
  53  79  -75.00   67.00        1.7835
  54  79  -73.00   67.00        1.7835
  55  79  -71.00   67.00        1.7108
  56  79  -69.00   67.00        1.7108
  57  79  -67.00   67.00        1.7108
  58  79  -65.00   67.00        1.7108
  59  79  -63.00   67.00        0.4084
  60  79  -61.00   67.00       -0.8941
  61  79  -59.00   67.00       -0.8941
  62  79  -57.00   67.00       -0.8941
  63  79  -55.00   67.00       -0.8941
  64  79  -53.00   67.00       -3.7627
  65  79  -51.00   67.00       -3.7627
  66  79  -49.00   67.00       -3.7627
  67  79  -47.00   67.00       -3.7627
  68  79  -45.00   67.00       -3.3974
  69  79  -43.00   67.00       -3.0320
  70  79  -41.00   67.00       -3.0320
  71  79  -39.00   67.00       -3.0320
  72  79  -37.00   67.00       -3.0320
  73  79  -35.00   67.00       -1.3450
  74  79  -33.00   67.00       -1.3450
  75  79  -31.00   67.00       -1.3450
  76  79  -29.00   67.00       -1.3450
  77  79  -27.00   67.00       -1.5078
  78  79  -25.00   67.00       -1.6706
  79  79  -23.00   67.00       -1.6706
  80  79  -21.00   67.00       -1.6706
  81  79  -19.00   67.00       -1.6706
  82  79  -17.00   67.00       -0.7197
  83  79  -15.00   67.00       -0.7197
  84  79  -13.00   67.00       -0.7197
  85  79  -11.00   67.00       -0.7197
  86  79   -9.00   67.00       -0.6446
  87  79   -7.00   67.00       -0.5695
  88  79   -5.00   67.00       -0.5695
  89  79   -3.00   67.00       -0.5695
  90  79   -1.00   67.00       -0.5695
  91  79    1.00   67.00       -0.6680
  92  79    3.00   67.00       -0.6680
  93  79    5.00   67.00       -0.6680
  94  79    7.00   67.00       -0.6680
  95  79    9.00   67.00       -0.3616
  96  79   11.00   67.00       -0.0552
  97  79   13.00   67.00       -0.0552
  98  79   15.00   67.00       -0.0552
  99  79   17.00   67.00       -0.0552
 100  79   19.00   67.00        2.7990
 101  79   21.00   67.00        2.7990
 102  79   23.00   67.00        2.7990
 103  79   25.00   67.00        2.7990
 104  79   27.00   67.00        2.5434
 105  79   29.00   67.00        2.2878
 106  79   31.00   67.00        2.2878
 107  79   33.00   67.00        2.2878
 108  79   35.00   67.00        2.2878
 109  79   37.00   67.00        1.6500
 110  79   39.00   67.00        1.6500
 111  79   41.00   67.00        1.6500
 112  79   43.00   67.00        1.6500
 113  79   45.00   67.00        1.8378
 114  79   47.00   67.00        2.0256
 115  79   49.00   67.00        2.0256
 116  79   51.00   67.00        2.0256
 117  79   53.00   67.00        2.0256
 118  79   55.00   67.00        1.5462
 119  79   57.00   67.00        1.5462
 120  79   59.00   67.00        1.5462
 121  79   61.00   67.00        1.5462
 122  79   63.00   67.00        1.8845
 123  79   65.00   67.00        2.2227
 124  79   67.00   67.00        2.2227
 125  79   69.00   67.00        2.2227
 126  79   71.00   67.00        2.2227
 127  79   73.00   67.00        2.8763
 128  79   75.00   67.00        2.8763
 129  79   77.00   67.00        2.8763
 130  79   79.00   67.00        2.8763
 131  79   81.00   67.00        3.1394
 132  79   83.00   67.00        3.4024
 133  79   85.00   67.00        3.4024
 134  79   87.00   67.00        3.4024
 135  79   89.00   67.00        3.4024
 136  79   91.00   67.00        3.2165
 137  79   93.00   67.00        3.2165
 138  79   95.00   67.00        3.2165
 139  79   97.00   67.00        3.2165
 140  79   99.00   67.00        3.1072
 141  79  101.00   67.00        2.9979
 142  79  103.00   67.00        2.9979
 143  79  105.00   67.00        2.9979
 144  79  107.00   67.00        2.9979
 145  79  109.00   67.00        2.9662
 146  79  111.00   67.00        2.9662
 147  79  113.00   67.00        2.9662
 148  79  115.00   67.00        2.9662
 149  79  117.00   67.00        2.3916
 150  79  119.00   67.00        1.8170
 151  79  121.00   67.00        1.8170
 152  79  123.00   67.00        1.8170
 153  79  125.00   67.00        1.8170
 154  79  127.00   67.00        2.0276
 155  79  129.00   67.00        2.0276
 156  79  131.00   67.00        2.0276
 157  79  133.00   67.00        2.0276
 158  79  135.00   67.00        1.5127
 159  79  137.00   67.00        0.9978
 160  79  139.00   67.00        0.9978
 161  79  141.00   67.00        0.9978
 162  79  143.00   67.00        0.9978
 163  79  145.00   67.00       -0.4315
 164  79  147.00   67.00       -0.4315
 165  79  149.00   67.00       -0.4315
 166  79  151.00   67.00       -0.4315
 167  79  153.00   67.00       -0.0873
 168  79  155.00   67.00        0.2569
 169  79  157.00   67.00        0.2569
 170  79  159.00   67.00        0.2569
 171  79  161.00   67.00        0.2569
 172  79  163.00   67.00        0.5943
 173  79  165.00   67.00        0.5943
 174  79  167.00   67.00        0.5943
 175  79  169.00   67.00        0.5943
 176  79  171.00   67.00        0.1738
 177  79  173.00   67.00       -0.2468
 178  79  175.00   67.00       -0.2468
 179  79  177.00   67.00       -0.2468
 180  79  179.00   67.00       -0.2468
   1  80 -179.00   69.00       -0.5813
   2  80 -177.00   69.00       -0.5813
   3  80 -175.00   69.00       -0.5813
   4  80 -173.00   69.00       -0.5813
   5  80 -171.00   69.00       -0.5728
   6  80 -169.00   69.00       -0.5642
   7  80 -167.00   69.00       -0.5642
   8  80 -165.00   69.00       -0.5642
   9  80 -163.00   69.00       -0.5642
  10  80 -161.00   69.00       -0.9174
  11  80 -159.00   69.00       -0.9174
  12  80 -157.00   69.00       -0.9174
  13  80 -155.00   69.00       -0.9174
  14  80 -153.00   69.00       -0.9443
  15  80 -151.00   69.00       -0.9712
  16  80 -149.00   69.00       -0.9712
  17  80 -147.00   69.00       -0.9712
  18  80 -145.00   69.00       -0.9712
  19  80 -143.00   69.00       -1.8157
  20  80 -141.00   69.00       -1.8157
  21  80 -139.00   69.00       -1.8157
  22  80 -137.00   69.00       -1.8157
  23  80 -135.00   69.00       -2.0359
  24  80 -133.00   69.00       -2.2560
  25  80 -131.00   69.00       -2.2560
  26  80 -129.00   69.00       -2.2560
  27  80 -127.00   69.00       -2.2560
  28  80 -125.00   69.00       -0.8521
  29  80 -123.00   69.00       -0.8521
  30  80 -121.00   69.00       -0.8521
  31  80 -119.00   69.00       -0.8521
  32  80 -117.00   69.00       -0.1913
  33  80 -115.00   69.00        0.4694
  34  80 -113.00   69.00        0.4694
  35  80 -111.00   69.00        0.4694
  36  80 -109.00   69.00        0.4694
  37  80 -107.00   69.00        1.2468
  38  80 -105.00   69.00        1.2468
  39  80 -103.00   69.00        1.2468
  40  80 -101.00   69.00        1.2468
  41  80  -99.00   69.00        2.1548
  42  80  -97.00   69.00        3.0629
  43  80  -95.00   69.00        3.0629
  44  80  -93.00   69.00        3.0629
  45  80  -91.00   69.00        3.0629
  46  80  -89.00   69.00        3.0926
  47  80  -87.00   69.00        3.0926
  48  80  -85.00   69.00        3.0926
  49  80  -83.00   69.00        3.0926
  50  80  -81.00   69.00        2.4290
  51  80  -79.00   69.00        1.7655
  52  80  -77.00   69.00        1.7655
  53  80  -75.00   69.00        1.7655
  54  80  -73.00   69.00        1.7655
  55  80  -71.00   69.00        0.6988
  56  80  -69.00   69.00        0.6988
  57  80  -67.00   69.00        0.6988
  58  80  -65.00   69.00        0.6988
  59  80  -63.00   69.00       -0.3656
  60  80  -61.00   69.00       -1.4301
  61  80  -59.00   69.00       -1.4301
  62  80  -57.00   69.00       -1.4301
  63  80  -55.00   69.00       -1.4301
  64  80  -53.00   69.00       -3.7143
  65  80  -51.00   69.00       -3.7143
  66  80  -49.00   69.00       -3.7143
  67  80  -47.00   69.00       -3.7143
  68  80  -45.00   69.00       -3.7366
  69  80  -43.00   69.00       -3.7588
  70  80  -41.00   69.00       -3.7588
  71  80  -39.00   69.00       -3.7588
  72  80  -37.00   69.00       -3.7588
  73  80  -35.00   69.00       -3.1409
  74  80  -33.00   69.00       -3.1409
  75  80  -31.00   69.00       -3.1409
  76  80  -29.00   69.00       -3.1409
  77  80  -27.00   69.00       -2.6841
  78  80  -25.00   69.00       -2.2273
  79  80  -23.00   69.00       -2.2273
  80  80  -21.00   69.00       -2.2273
  81  80  -19.00   69.00       -2.2273
  82  80  -17.00   69.00       -0.2238
  83  80  -15.00   69.00       -0.2238
  84  80  -13.00   69.00       -0.2238
  85  80  -11.00   69.00       -0.2238
  86  80   -9.00   69.00       -0.3829
  87  80   -7.00   69.00       -0.5420
  88  80   -5.00   69.00       -0.5420
  89  80   -3.00   69.00       -0.5420
  90  80   -1.00   69.00       -0.5420
  91  80    1.00   69.00       -0.5793
  92  80    3.00   69.00       -0.5793
  93  80    5.00   69.00       -0.5793
  94  80    7.00   69.00       -0.5793
  95  80    9.00   69.00       -0.1749
  96  80   11.00   69.00        0.2294
  97  80   13.00   69.00        0.2294
  98  80   15.00   69.00        0.2294
  99  80   17.00   69.00        0.2294
 100  80   19.00   69.00        2.5840
 101  80   21.00   69.00        2.5840
 102  80   23.00   69.00        2.5840
 103  80   25.00   69.00        2.5840
 104  80   27.00   69.00        2.5779
 105  80   29.00   69.00        2.5718
 106  80   31.00   69.00        2.5718
 107  80   33.00   69.00        2.5718
 108  80   35.00   69.00        2.5718
 109  80   37.00   69.00        0.7101
 110  80   39.00   69.00        0.7101
 111  80   41.00   69.00        0.7101
 112  80   43.00   69.00        0.7101
 113  80   45.00   69.00        0.9051
 114  80   47.00   69.00        1.1001
 115  80   49.00   69.00        1.1001
 116  80   51.00   69.00        1.1001
