_______June_2022_____________T-AIRS(^S^o^N^C) Anomaly vs 2007-2016              
   i   j     lon     lat    array(i,j)
 100  21   19.00  -49.00        0.4848
 101  21   21.00  -49.00        0.4848
 102  21   23.00  -49.00       -0.1090
 103  21   25.00  -49.00       -0.3070
 104  21   27.00  -49.00       -0.6354
 105  21   29.00  -49.00       -0.9638
 106  21   31.00  -49.00       -0.8834
 107  21   33.00  -49.00       -0.6421
 108  21   35.00  -49.00       -0.6421
 109  21   37.00  -49.00       -0.6453
 110  21   39.00  -49.00       -0.6453
 111  21   41.00  -49.00       -0.1857
 112  21   43.00  -49.00       -0.0325
 113  21   45.00  -49.00       -0.2478
 114  21   47.00  -49.00       -0.4632
 115  21   49.00  -49.00       -0.4748
 116  21   51.00  -49.00       -0.5094
 117  21   53.00  -49.00       -0.5094
 118  21   55.00  -49.00       -0.0961
 119  21   57.00  -49.00       -0.0961
 120  21   59.00  -49.00        0.0857
 121  21   61.00  -49.00        0.1463
 122  21   63.00  -49.00        0.1307
 123  21   65.00  -49.00        0.1151
 124  21   67.00  -49.00       -0.0075
 125  21   69.00  -49.00       -0.3753
 126  21   71.00  -49.00       -0.3753
 127  21   73.00  -49.00       -0.4779
 128  21   75.00  -49.00       -0.4779
 129  21   77.00  -49.00        0.1078
 130  21   79.00  -49.00        0.3030
 131  21   81.00  -49.00        0.3128
 132  21   83.00  -49.00        0.3226
 133  21   85.00  -49.00        0.3787
 134  21   87.00  -49.00        0.5473
 135  21   89.00  -49.00        0.5473
 136  21   91.00  -49.00        0.4746
 137  21   93.00  -49.00        0.4746
 138  21   95.00  -49.00        0.0775
 139  21   97.00  -49.00       -0.0549
 140  21   99.00  -49.00        0.1444
 141  21  101.00  -49.00        0.3437
 142  21  103.00  -49.00        0.3260
 143  21  105.00  -49.00        0.2728
 144  21  107.00  -49.00        0.2728
 145  21  109.00  -49.00        0.2145
 146  21  111.00  -49.00        0.2145
 147  21  113.00  -49.00        0.4001
 148  21  115.00  -49.00        0.4619
 149  21  117.00  -49.00        0.3427
 150  21  119.00  -49.00        0.2236
 151  21  121.00  -49.00        0.1394
 152  21  123.00  -49.00       -0.1132
 153  21  125.00  -49.00       -0.1132
 154  21  127.00  -49.00       -0.2559
 155  21  129.00  -49.00       -0.2559
 156  21  131.00  -49.00       -0.2143
 157  21  133.00  -49.00       -0.2004
 158  21  135.00  -49.00       -0.0982
 159  21  137.00  -49.00        0.0039
 160  21  139.00  -49.00        0.0935
 161  21  141.00  -49.00        0.3621
 162  21  143.00  -49.00        0.3621
 163  21  145.00  -49.00        0.2376
 164  21  147.00  -49.00        0.2376
 165  21  149.00  -49.00        0.2389
 166  21  151.00  -49.00        0.2393
 167  21  153.00  -49.00        0.3580
 168  21  155.00  -49.00        0.4767
 169  21  157.00  -49.00        0.4756
 170  21  159.00  -49.00        0.4725
 171  21  161.00  -49.00        0.4725
 172  21  163.00  -49.00        0.4000
 173  21  165.00  -49.00        0.4000
 174  21  167.00  -49.00        0.4314
 175  21  169.00  -49.00        0.4419
 176  21  171.00  -49.00        0.4898
 177  21  173.00  -49.00        0.5377
 178  21  175.00  -49.00        0.5600
 179  21  177.00  -49.00        0.6269
 180  21  179.00  -49.00        0.6269
   1  22 -179.00  -47.00        0.7326
   2  22 -177.00  -47.00        0.7326
   3  22 -175.00  -47.00        0.1138
   4  22 -173.00  -47.00       -0.0925
   5  22 -171.00  -47.00       -0.1232
   6  22 -169.00  -47.00       -0.1539
   7  22 -167.00  -47.00       -0.1600
   8  22 -165.00  -47.00       -0.1784
   9  22 -163.00  -47.00       -0.1784
  10  22 -161.00  -47.00       -0.4692
  11  22 -159.00  -47.00       -0.4692
  12  22 -157.00  -47.00       -0.4027
  13  22 -155.00  -47.00       -0.3805
  14  22 -153.00  -47.00       -0.2392
  15  22 -151.00  -47.00       -0.0979
  16  22 -149.00  -47.00       -0.0848
  17  22 -147.00  -47.00       -0.0458
  18  22 -145.00  -47.00       -0.0458
  19  22 -143.00  -47.00        0.0131
  20  22 -141.00  -47.00        0.0131
  21  22 -139.00  -47.00        0.0174
  22  22 -137.00  -47.00        0.0189
  23  22 -135.00  -47.00       -0.0077
  24  22 -133.00  -47.00       -0.0343
  25  22 -131.00  -47.00       -0.0373
  26  22 -129.00  -47.00       -0.0462
  27  22 -127.00  -47.00       -0.0462
  28  22 -125.00  -47.00       -0.1420
  29  22 -123.00  -47.00       -0.1420
  30  22 -121.00  -47.00       -0.0499
  31  22 -119.00  -47.00       -0.0192
  32  22 -117.00  -47.00        0.0120
  33  22 -115.00  -47.00        0.0432
  34  22 -113.00  -47.00       -0.0066
  35  22 -111.00  -47.00       -0.1560
  36  22 -109.00  -47.00       -0.1560
  37  22 -107.00  -47.00       -0.3087
  38  22 -105.00  -47.00       -0.3087
  39  22 -103.00  -47.00       -0.5736
  40  22 -101.00  -47.00       -0.6619
  41  22  -99.00  -47.00       -0.5914
  42  22  -97.00  -47.00       -0.5208
  43  22  -95.00  -47.00       -0.4271
  44  22  -93.00  -47.00       -0.1459
  45  22  -91.00  -47.00       -0.1459
  46  22  -89.00  -47.00       -0.2022
  47  22  -87.00  -47.00       -0.2022
  48  22  -85.00  -47.00       -0.1403
  49  22  -83.00  -47.00       -0.1197
  50  22  -81.00  -47.00       -0.1943
  51  22  -79.00  -47.00       -0.2689
  52  22  -77.00  -47.00       -0.3170
  53  22  -75.00  -47.00       -0.4614
  54  22  -73.00  -47.00       -0.4614
  55  22  -71.00  -47.00       -1.2774
  56  22  -69.00  -47.00       -1.2774
  57  22  -67.00  -47.00       -0.5937
  58  22  -65.00  -47.00       -0.3658
  59  22  -63.00  -47.00       -0.1689
  60  22  -61.00  -47.00        0.0280
  61  22  -59.00  -47.00        0.0203
  62  22  -57.00  -47.00       -0.0027
  63  22  -55.00  -47.00       -0.0027
  64  22  -53.00  -47.00        0.2078
  65  22  -51.00  -47.00        0.2078
  66  22  -49.00  -47.00       -0.0656
  67  22  -47.00  -47.00       -0.1568
  68  22  -45.00  -47.00       -0.0380
  69  22  -43.00  -47.00        0.0809
  70  22  -41.00  -47.00        0.0294
  71  22  -39.00  -47.00       -0.1250
  72  22  -37.00  -47.00       -0.1250
  73  22  -35.00  -47.00       -0.0313
  74  22  -33.00  -47.00       -0.0313
  75  22  -31.00  -47.00       -0.0267
  76  22  -29.00  -47.00       -0.0252
  77  22  -27.00  -47.00       -0.3670
  78  22  -25.00  -47.00       -0.7088
  79  22  -23.00  -47.00       -0.5666
  80  22  -21.00  -47.00       -0.1401
  81  22  -19.00  -47.00       -0.1401
  82  22  -17.00  -47.00       -0.1052
  83  22  -15.00  -47.00       -0.1052
  84  22  -13.00  -47.00       -0.3361
  85  22  -11.00  -47.00       -0.4131
  86  22   -9.00  -47.00       -0.0803
  87  22   -7.00  -47.00        0.2525
  88  22   -5.00  -47.00        0.2095
  89  22   -3.00  -47.00        0.0805
  90  22   -1.00  -47.00        0.0805
  91  22    1.00  -47.00        0.7440
  92  22    3.00  -47.00        0.7440
  93  22    5.00  -47.00        0.8100
  94  22    7.00  -47.00        0.8320
  95  22    9.00  -47.00        0.5902
  96  22   11.00  -47.00        0.3483
  97  22   13.00  -47.00        0.3792
  98  22   15.00  -47.00        0.4721
  99  22   17.00  -47.00        0.4721
 100  22   19.00  -47.00        0.7781
 101  22   21.00  -47.00        0.7781
 102  22   23.00  -47.00        0.3571
 103  22   25.00  -47.00        0.2168
 104  22   27.00  -47.00       -0.2392
 105  22   29.00  -47.00       -0.6952
 106  22   31.00  -47.00       -0.6476
 107  22   33.00  -47.00       -0.5049
 108  22   35.00  -47.00       -0.5049
 109  22   37.00  -47.00       -0.4333
 110  22   39.00  -47.00       -0.4333
 111  22   41.00  -47.00       -0.4936
 112  22   43.00  -47.00       -0.5136
 113  22   45.00  -47.00       -0.4356
 114  22   47.00  -47.00       -0.3576
 115  22   49.00  -47.00       -0.3296
 116  22   51.00  -47.00       -0.2457
 117  22   53.00  -47.00       -0.2457
 118  22   55.00  -47.00       -0.0147
 119  22   57.00  -47.00       -0.0147
 120  22   59.00  -47.00        0.0065
 121  22   61.00  -47.00        0.0135
 122  22   63.00  -47.00       -0.2246
 123  22   65.00  -47.00       -0.4628
 124  22   67.00  -47.00       -0.4014
 125  22   69.00  -47.00       -0.2173
 126  22   71.00  -47.00       -0.2173
 127  22   73.00  -47.00        0.2086
 128  22   75.00  -47.00        0.2086
 129  22   77.00  -47.00        0.4126
 130  22   79.00  -47.00        0.4806
 131  22   81.00  -47.00        0.6482
 132  22   83.00  -47.00        0.8158
 133  22   85.00  -47.00        0.7618
 134  22   87.00  -47.00        0.5998
 135  22   89.00  -47.00        0.5998
 136  22   91.00  -47.00        0.4706
 137  22   93.00  -47.00        0.4706
 138  22   95.00  -47.00        0.4276
 139  22   97.00  -47.00        0.4133
 140  22   99.00  -47.00        0.3484
 141  22  101.00  -47.00        0.2834
 142  22  103.00  -47.00        0.2514
 143  22  105.00  -47.00        0.1553
 144  22  107.00  -47.00        0.1553
 145  22  109.00  -47.00        0.1500
 146  22  111.00  -47.00        0.1500
 147  22  113.00  -47.00        0.2816
 148  22  115.00  -47.00        0.3254
 149  22  117.00  -47.00        0.2605
 150  22  119.00  -47.00        0.1955
 151  22  121.00  -47.00        0.1029
 152  22  123.00  -47.00       -0.1750
 153  22  125.00  -47.00       -0.1750
 154  22  127.00  -47.00       -0.2701
 155  22  129.00  -47.00       -0.2701
 156  22  131.00  -47.00       -0.3607
 157  22  133.00  -47.00       -0.3909
 158  22  135.00  -47.00       -0.4326
 159  22  137.00  -47.00       -0.4744
 160  22  139.00  -47.00       -0.3715
 161  22  141.00  -47.00       -0.0627
 162  22  143.00  -47.00       -0.0627
 163  22  145.00  -47.00        0.3368
 164  22  147.00  -47.00        0.3368
 165  22  149.00  -47.00        0.4320
 166  22  151.00  -47.00        0.4637
 167  22  153.00  -47.00        0.3983
 168  22  155.00  -47.00        0.3330
 169  22  157.00  -47.00        0.3385
 170  22  159.00  -47.00        0.3553
 171  22  161.00  -47.00        0.3553
 172  22  163.00  -47.00        0.4431
 173  22  165.00  -47.00        0.4431
 174  22  167.00  -47.00        0.6777
 175  22  169.00  -47.00        0.7558
 176  22  171.00  -47.00        0.5376
 177  22  173.00  -47.00        0.3193
 178  22  175.00  -47.00        0.3888
 179  22  177.00  -47.00        0.5972
 180  22  179.00  -47.00        0.5972
   1  23 -179.00  -45.00        0.7031
   2  23 -177.00  -45.00        0.6717
   3  23 -175.00  -45.00        0.2036
   4  23 -173.00  -45.00       -0.0878
   5  23 -171.00  -45.00       -0.1834
   6  23 -169.00  -45.00       -0.2790
   7  23 -167.00  -45.00       -0.2911
   8  23 -165.00  -45.00       -0.2379
   9  23 -163.00  -45.00       -0.2141
  10  23 -161.00  -45.00       -0.0201
  11  23 -159.00  -45.00       -0.0130
  12  23 -157.00  -45.00       -0.1711
  13  23 -155.00  -45.00       -0.4197
  14  23 -153.00  -45.00       -0.3601
  15  23 -151.00  -45.00       -0.3006
  16  23 -149.00  -45.00       -0.2378
  17  23 -147.00  -45.00       -0.2034
  18  23 -145.00  -45.00       -0.2072
  19  23 -143.00  -45.00       -0.2813
  20  23 -141.00  -45.00       -0.3036
  21  23 -139.00  -45.00       -0.3538
  22  23 -137.00  -45.00       -0.3362
  23  23 -135.00  -45.00       -0.3331
  24  23 -133.00  -45.00       -0.3301
  25  23 -131.00  -45.00       -0.3012
  26  23 -129.00  -45.00       -0.1263
  27  23 -127.00  -45.00       -0.0897
  28  23 -125.00  -45.00       -0.2511
  29  23 -123.00  -45.00       -0.2299
  30  23 -121.00  -45.00       -0.0643
  31  23 -119.00  -45.00       -0.0498
  32  23 -117.00  -45.00        0.0934
  33  23 -115.00  -45.00        0.2366
  34  23 -113.00  -45.00        0.3575
  35  23 -111.00  -45.00        0.4455
  36  23 -109.00  -45.00        0.4541
  37  23 -107.00  -45.00        0.3430
  38  23 -105.00  -45.00        0.3143
  39  23 -103.00  -45.00        0.1867
  40  23 -101.00  -45.00        0.0833
  41  23  -99.00  -45.00       -0.0348
  42  23  -97.00  -45.00       -0.1529
  43  23  -95.00  -45.00       -0.2665
  44  23  -93.00  -45.00       -0.3181
  45  23  -91.00  -45.00       -0.3554
  46  23  -89.00  -45.00       -0.2141
  47  23  -87.00  -45.00       -0.2017
  48  23  -85.00  -45.00       -0.1533
  49  23  -83.00  -45.00       -0.1470
  50  23  -81.00  -45.00       -0.2203
  51  23  -79.00  -45.00       -0.2937
  52  23  -77.00  -45.00       -0.2841
  53  23  -75.00  -45.00       -0.3009
  54  23  -73.00  -45.00       -0.3330
  55  23  -71.00  -45.00       -1.8910
  56  23  -69.00  -45.00       -1.8158
  57  23  -67.00  -45.00       -1.0718
  58  23  -65.00  -45.00       -0.6109
  59  23  -63.00  -45.00       -0.4289
  60  23  -61.00  -45.00       -0.2468
  61  23  -59.00  -45.00       -0.1659
  62  23  -57.00  -45.00       -0.2639
  63  23  -55.00  -45.00       -0.2771
  64  23  -53.00  -45.00       -0.3690
  65  23  -51.00  -45.00       -0.3806
  66  23  -49.00  -45.00       -0.3535
  67  23  -47.00  -45.00       -0.3658
  68  23  -45.00  -45.00       -0.0872
  69  23  -43.00  -45.00        0.1915
  70  23  -41.00  -45.00        0.2711
  71  23  -39.00  -45.00        0.1382
  72  23  -37.00  -45.00        0.1213
  73  23  -35.00  -45.00       -0.4620
  74  23  -33.00  -45.00       -0.3690
  75  23  -31.00  -45.00        0.2042
  76  23  -29.00  -45.00        0.3832
  77  23  -27.00  -45.00        0.2139
  78  23  -25.00  -45.00        0.0445
  79  23  -23.00  -45.00       -0.0511
  80  23  -21.00  -45.00       -0.1633
  81  23  -19.00  -45.00       -0.2034
  82  23  -17.00  -45.00       -0.0341
  83  23  -15.00  -45.00        0.0037
  84  23  -13.00  -45.00        0.0527
  85  23  -11.00  -45.00        0.0534
  86  23   -9.00  -45.00        0.0831
  87  23   -7.00  -45.00        0.1128
  88  23   -5.00  -45.00        0.1661
  89  23   -3.00  -45.00        0.2965
  90  23   -1.00  -45.00        0.2384
  91  23    1.00  -45.00        0.5777
  92  23    3.00  -45.00        0.6664
  93  23    5.00  -45.00        0.9600
  94  23    7.00  -45.00        0.8822
  95  23    9.00  -45.00        0.7045
  96  23   11.00  -45.00        0.5268
  97  23   13.00  -45.00        0.4479
  98  23   15.00  -45.00        0.8358
  99  23   17.00  -45.00        0.8647
 100  23   19.00  -45.00        0.1628
 101  23   21.00  -45.00        0.2470
 102  23   23.00  -45.00        0.0944
 103  23   25.00  -45.00       -0.0496
 104  23   27.00  -45.00        0.0034
 105  23   29.00  -45.00        0.0564
 106  23   31.00  -45.00       -0.1221
 107  23   33.00  -45.00       -0.2948
 108  23   35.00  -45.00       -0.3173
 109  23   37.00  -45.00       -0.5602
 110  23   39.00  -45.00       -0.5056
 111  23   41.00  -45.00       -0.4241
 112  23   43.00  -45.00       -0.2771
 113  23   45.00  -45.00       -0.1674
 114  23   47.00  -45.00       -0.0577
 115  23   49.00  -45.00       -0.3451
 116  23   51.00  -45.00       -0.2250
 117  23   53.00  -45.00       -0.1879
 118  23   55.00  -45.00       -0.3559
 119  23   57.00  -45.00       -0.4133
 120  23   59.00  -45.00       -0.4754
 121  23   61.00  -45.00       -0.5906
 122  23   63.00  -45.00       -0.4481
 123  23   65.00  -45.00       -0.3056
 124  23   67.00  -45.00       -0.0415
 125  23   69.00  -45.00        0.1943
 126  23   71.00  -45.00        0.1220
 127  23   73.00  -45.00       -0.0475
 128  23   75.00  -45.00       -0.0287
 129  23   77.00  -45.00        0.4119
 130  23   79.00  -45.00        0.5986
 131  23   81.00  -45.00        0.4655
 132  23   83.00  -45.00        0.3324
 133  23   85.00  -45.00        0.3581
 134  23   87.00  -45.00        0.3479
 135  23   89.00  -45.00        0.2853
 136  23   91.00  -45.00        0.3383
 137  23   93.00  -45.00        0.3497
 138  23   95.00  -45.00        0.1539
 139  23   97.00  -45.00       -0.0092
 140  23   99.00  -45.00        0.1503
 141  23  101.00  -45.00        0.3098
 142  23  103.00  -45.00        0.2222
 143  23  105.00  -45.00        0.0705
 144  23  107.00  -45.00        0.0436
 145  23  109.00  -45.00        0.1917
 146  23  111.00  -45.00        0.1643
 147  23  113.00  -45.00        0.0718
 148  23  115.00  -45.00        0.0609
 149  23  117.00  -45.00       -0.0347
 150  23  119.00  -45.00       -0.1304
 151  23  121.00  -45.00       -0.1519
 152  23  123.00  -45.00       -0.1422
 153  23  125.00  -45.00       -0.1280
 154  23  127.00  -45.00       -0.1642
 155  23  129.00  -45.00       -0.1533
 156  23  131.00  -45.00       -0.4362
 157  23  133.00  -45.00       -0.6972
 158  23  135.00  -45.00       -0.7956
 159  23  137.00  -45.00       -0.8940
 160  23  139.00  -45.00       -0.6980
 161  23  141.00  -45.00       -0.1540
 162  23  143.00  -45.00       -0.1540
 163  23  145.00  -45.00       -0.3191
 164  23  147.00  -45.00       -0.2403
 165  23  149.00  -45.00        0.1390
 166  23  151.00  -45.00        0.2996
 167  23  153.00  -45.00        0.2066
 168  23  155.00  -45.00        0.1135
 169  23  157.00  -45.00        0.1659
 170  23  159.00  -45.00        0.1264
 171  23  161.00  -45.00        0.1662
 172  23  163.00  -45.00        0.3539
 173  23  165.00  -45.00        0.4000
 174  23  167.00  -45.00        0.3636
 175  23  169.00  -45.00        0.1351
 176  23  171.00  -45.00        0.1586
 177  23  173.00  -45.00        0.1821
 178  23  175.00  -45.00        0.4514
 179  23  177.00  -45.00        0.6107
 180  23  179.00  -45.00        0.5887
   1  24 -179.00  -43.00        0.6649
   2  24 -177.00  -43.00        0.5610
   3  24 -175.00  -43.00        0.4570
   4  24 -173.00  -43.00       -0.0300
   5  24 -171.00  -43.00       -0.1149
   6  24 -169.00  -43.00       -0.1998
   7  24 -167.00  -43.00       -0.2726
   8  24 -165.00  -43.00       -0.1976
   9  24 -163.00  -43.00       -0.1226
  10  24 -161.00  -43.00        0.1663
  11  24 -159.00  -43.00        0.1746
  12  24 -157.00  -43.00        0.1829
  13  24 -155.00  -43.00       -0.4563
  14  24 -153.00  -43.00       -0.4438
  15  24 -151.00  -43.00       -0.4312
  16  24 -149.00  -43.00       -0.2727
  17  24 -147.00  -43.00       -0.2875
  18  24 -145.00  -43.00       -0.3022
  19  24 -143.00  -43.00       -0.4262
  20  24 -141.00  -43.00       -0.4947
  21  24 -139.00  -43.00       -0.5632
  22  24 -137.00  -43.00       -0.4789
  23  24 -135.00  -43.00       -0.3853
  24  24 -133.00  -43.00       -0.2916
  25  24 -131.00  -43.00       -0.3543
  26  24 -129.00  -43.00       -0.2291
  27  24 -127.00  -43.00       -0.1038
  28  24 -125.00  -43.00       -0.0086
  29  24 -123.00  -43.00        0.0637
  30  24 -121.00  -43.00        0.1359
  31  24 -119.00  -43.00        0.0219
  32  24 -117.00  -43.00        0.1175
  33  24 -115.00  -43.00        0.2132
  34  24 -113.00  -43.00        0.5142
  35  24 -111.00  -43.00        0.5488
  36  24 -109.00  -43.00        0.5835
  37  24 -107.00  -43.00        0.6563
  38  24 -105.00  -43.00        0.5539
  39  24 -103.00  -43.00        0.4515
  40  24 -101.00  -43.00        0.2175
  41  24  -99.00  -43.00        0.3283
  42  24  -97.00  -43.00        0.4391
  43  24  -95.00  -43.00        0.0872
  44  24  -93.00  -43.00       -0.0534
  45  24  -91.00  -43.00       -0.1940
  46  24  -89.00  -43.00       -0.1808
  47  24  -87.00  -43.00       -0.1380
  48  24  -85.00  -43.00       -0.0952
  49  24  -83.00  -43.00       -0.1197
  50  24  -81.00  -43.00       -0.2265
  51  24  -79.00  -43.00       -0.3332
  52  24  -77.00  -43.00       -0.3221
  53  24  -75.00  -43.00       -0.4328
  54  24  -73.00  -43.00       -0.5435
  55  24  -71.00  -43.00       -2.0821
  56  24  -69.00  -43.00       -1.8264
  57  24  -67.00  -43.00       -1.5706
  58  24  -65.00  -43.00       -0.7574
  59  24  -63.00  -43.00       -0.6061
  60  24  -61.00  -43.00       -0.4547
  61  24  -59.00  -43.00       -0.0596
  62  24  -57.00  -43.00       -0.1127
  63  24  -55.00  -43.00       -0.1657
  64  24  -53.00  -43.00       -0.1705
  65  24  -51.00  -43.00       -0.2109
  66  24  -49.00  -43.00       -0.2513
  67  24  -47.00  -43.00       -0.3348
  68  24  -45.00  -43.00       -0.1490
  69  24  -43.00  -43.00        0.0368
  70  24  -41.00  -43.00        0.4400
  71  24  -39.00  -43.00        0.3854
  72  24  -37.00  -43.00        0.3308
  73  24  -35.00  -43.00       -0.5032
  74  24  -33.00  -43.00       -0.1977
  75  24  -31.00  -43.00        0.1077
  76  24  -29.00  -43.00        0.1655
  77  24  -27.00  -43.00        0.1751
  78  24  -25.00  -43.00        0.1847
  79  24  -23.00  -43.00       -0.0561
  80  24  -21.00  -43.00       -0.1903
  81  24  -19.00  -43.00       -0.3245
  82  24  -17.00  -43.00        0.0923
  83  24  -15.00  -43.00        0.2163
  84  24  -13.00  -43.00        0.3403
  85  24  -11.00  -43.00        0.3455
  86  24   -9.00  -43.00        0.4231
  87  24   -7.00  -43.00        0.5007
  88  24   -5.00  -43.00        0.4632
  89  24   -3.00  -43.00        0.2685
  90  24   -1.00  -43.00        0.0738
  91  24    1.00  -43.00        0.6412
  92  24    3.00  -43.00        0.9414
  93  24    5.00  -43.00        1.2415
  94  24    7.00  -43.00        0.7222
  95  24    9.00  -43.00        1.0420
  96  24   11.00  -43.00        1.3617
  97  24   13.00  -43.00        0.6722
  98  24   15.00  -43.00        0.7548
  99  24   17.00  -43.00        0.8374
 100  24   19.00  -43.00       -0.2797
 101  24   21.00  -43.00       -0.0071
 102  24   23.00  -43.00        0.2655
 103  24   25.00  -43.00        0.0666
 104  24   27.00  -43.00       -0.0744
 105  24   29.00  -43.00       -0.2154
 106  24   31.00  -43.00       -0.6077
 107  24   33.00  -43.00       -0.6735
 108  24   35.00  -43.00       -0.7394
 109  24   37.00  -43.00       -0.8705
 110  24   39.00  -43.00       -0.7121
 111  24   41.00  -43.00       -0.5536
 112  24   43.00  -43.00       -0.0613
 113  24   45.00  -43.00        0.2889
 114  24   47.00  -43.00        0.6391
 115  24   49.00  -43.00       -0.4292
 116  24   51.00  -43.00       -0.3275
 117  24   53.00  -43.00       -0.2258
 118  24   55.00  -43.00       -0.1912
 119  24   57.00  -43.00       -0.3841
 120  24   59.00  -43.00       -0.5769
 121  24   61.00  -43.00       -0.9344
 122  24   63.00  -43.00       -0.7592
 123  24   65.00  -43.00       -0.5841
 124  24   67.00  -43.00       -0.0653
 125  24   69.00  -43.00       -0.2962
 126  24   71.00  -43.00       -0.5271
 127  24   73.00  -43.00        0.1192
 128  24   75.00  -43.00        0.1872
 129  24   77.00  -43.00        0.2552
 130  24   79.00  -43.00        0.4032
 131  24   81.00  -43.00        0.2569
 132  24   83.00  -43.00        0.1106
 133  24   85.00  -43.00        0.1470
 134  24   87.00  -43.00       -0.0618
 135  24   89.00  -43.00       -0.2706
 136  24   91.00  -43.00        0.1865
 137  24   93.00  -43.00        0.2123
 138  24   95.00  -43.00        0.2381
 139  24   97.00  -43.00       -0.0355
 140  24   99.00  -43.00        0.1230
 141  24  101.00  -43.00        0.2815
 142  24  103.00  -43.00        0.1268
 143  24  105.00  -43.00        0.0349
 144  24  107.00  -43.00       -0.0570
 145  24  109.00  -43.00        0.2260
 146  24  111.00  -43.00        0.1333
 147  24  113.00  -43.00        0.0406
 148  24  115.00  -43.00        0.0721
 149  24  117.00  -43.00       -0.0690
 150  24  119.00  -43.00       -0.2101
 151  24  121.00  -43.00       -0.2808
 152  24  123.00  -43.00       -0.2275
 153  24  125.00  -43.00       -0.1742
 154  24  127.00  -43.00       -0.4529
 155  24  129.00  -43.00       -0.4155
 156  24  131.00  -43.00       -0.3782
 157  24  133.00  -43.00       -0.9172
 158  24  135.00  -43.00       -0.7367
 159  24  137.00  -43.00       -0.5563
 160  24  139.00  -43.00       -0.5034
 161  24  141.00  -43.00       -0.5169
 162  24  143.00  -43.00       -0.5304
 163  24  145.00  -43.00       -1.1000
 164  24  147.00  -43.00       -0.8308
 165  24  149.00  -43.00       -0.5616
 166  24  151.00  -43.00       -0.3570
 167  24  153.00  -43.00       -0.3449
 168  24  155.00  -43.00       -0.3328
 169  24  157.00  -43.00       -0.0625
 170  24  159.00  -43.00        0.0715
 171  24  161.00  -43.00        0.2054
 172  24  163.00  -43.00        0.4411
 173  24  165.00  -43.00        0.6019
 174  24  167.00  -43.00        0.7628
 175  24  169.00  -43.00        0.0894
 176  24  171.00  -43.00       -0.0160
 177  24  173.00  -43.00       -0.1215
 178  24  175.00  -43.00        0.6152
 179  24  177.00  -43.00        0.5358
 180  24  179.00  -43.00        0.4564
   1  25 -179.00  -41.00        0.6007
   2  25 -177.00  -41.00        0.5905
   3  25 -175.00  -41.00        0.5803
   4  25 -173.00  -41.00        0.4069
   5  25 -171.00  -41.00        0.4716
   6  25 -169.00  -41.00        0.5364
   7  25 -167.00  -41.00        0.5265
   8  25 -165.00  -41.00        0.4245
   9  25 -163.00  -41.00        0.3226
  10  25 -161.00  -41.00        0.7522
  11  25 -159.00  -41.00        0.3102
  12  25 -157.00  -41.00       -0.1317
  13  25 -155.00  -41.00       -0.1696
  14  25 -153.00  -41.00       -0.0960
  15  25 -151.00  -41.00       -0.0224
  16  25 -149.00  -41.00       -0.2086
  17  25 -147.00  -41.00       -0.2685
  18  25 -145.00  -41.00       -0.3285
  19  25 -143.00  -41.00       -0.6500
  20  25 -141.00  -41.00       -0.5006
  21  25 -139.00  -41.00       -0.3513
  22  25 -137.00  -41.00       -0.4846
  23  25 -135.00  -41.00       -0.4788
  24  25 -133.00  -41.00       -0.4729
  25  25 -131.00  -41.00       -0.6376
  26  25 -129.00  -41.00       -0.5017
  27  25 -127.00  -41.00       -0.3657
  28  25 -125.00  -41.00        0.3768
  29  25 -123.00  -41.00        0.4414
  30  25 -121.00  -41.00        0.5060
  31  25 -119.00  -41.00        0.4091
  32  25 -117.00  -41.00        0.6266
  33  25 -115.00  -41.00        0.8441
  34  25 -113.00  -41.00        0.5408
  35  25 -111.00  -41.00        0.7290
  36  25 -109.00  -41.00        0.9172
  37  25 -107.00  -41.00        1.1516
  38  25 -105.00  -41.00        0.9237
  39  25 -103.00  -41.00        0.6957
  40  25 -101.00  -41.00        0.6384
  41  25  -99.00  -41.00        0.5736
  42  25  -97.00  -41.00        0.5088
  43  25  -95.00  -41.00        0.7199
  44  25  -93.00  -41.00        0.2106
  45  25  -91.00  -41.00       -0.2988
  46  25  -89.00  -41.00        0.0192
  47  25  -87.00  -41.00        0.0763
  48  25  -85.00  -41.00        0.1333
  49  25  -83.00  -41.00       -0.0295
  50  25  -81.00  -41.00       -0.2391
  51  25  -79.00  -41.00       -0.4487
  52  25  -77.00  -41.00       -0.5525
  53  25  -75.00  -41.00       -0.6997
  54  25  -73.00  -41.00       -0.8470
  55  25  -71.00  -41.00       -2.2186
  56  25  -69.00  -41.00       -1.9932
  57  25  -67.00  -41.00       -1.7679
  58  25  -65.00  -41.00       -0.9267
  59  25  -63.00  -41.00       -1.0355
  60  25  -61.00  -41.00       -1.1442
  61  25  -59.00  -41.00       -0.1193
  62  25  -57.00  -41.00       -0.4015
  63  25  -55.00  -41.00       -0.6837
  64  25  -53.00  -41.00        0.0567
  65  25  -51.00  -41.00       -0.0081
  66  25  -49.00  -41.00       -0.0728
  67  25  -47.00  -41.00       -0.0921
  68  25  -45.00  -41.00       -0.1539
  69  25  -43.00  -41.00       -0.2157
  70  25  -41.00  -41.00        0.1634
  71  25  -39.00  -41.00        0.1897
  72  25  -37.00  -41.00        0.2160
  73  25  -35.00  -41.00        0.2621
  74  25  -33.00  -41.00        0.2312
